	S1_bulk1	S1_bulk2	S1_bulk3	S1_bulk4	S1_bulk5	S1_bulk6	S1_bulk7	S1_bulk8	S1_bulk9	S1_bulk10	S2_bulk1	S2_bulk2	S2_bulk3	S2_bulk4	S2_bulk5	S2_bulk6	S2_bulk7	S2_bulk8	S2_bulk9	S2_bulk10	S1_rAo1	S1_rAo2	S1_rAo3	S1_rAo4	S1_rAo5	S1_rAo6	S1_rAo7	S1_rAo8	S1_rAo9	S1_rAo10	S2_rVo1	S2_rVo2	S2_rVo3	S2_rVo4	S2_rVo5	S2_rVo6	S2_rVo7	S2_rVo8	S2_rVo9	S2_rVo10
OTU_4602	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	2	0	0	14
OTU_4603	0	0	0	0	0	0	7	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6
OTU_4604	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	31	0	0
OTU_4605	56	0	0	0	0	0	0	0	36	0	0	0	0	0	0	0	0	0	0	0	31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_4607	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	19	0
OTU_4608	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	16	0	0	0	0	0	0	0	0	9	0	0	0	12	0	10	0	0	4	0	2
OTU_4609	0	0	57	0	0	0	0	0	0	61	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22	0	0	0	0	0	0	0	0	0
OTU_4610	0	0	11	0	14	0	0	0	0	19	0	0	0	0	0	0	4	0	11	0	0	17	0	0	0	0	7	0	11	0	16	0	0	0	0	8	0	0	0	0
OTU_4612	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	75	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25	37	0	0	0	0	0
OTU_4614	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	104	0	0	0	0	0	36	0	0	0	0	0	0	0	0	0	0
OTU_4615	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0
OTU_4619	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	7	8	0	0
OTU_4620	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_4621	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	5	0
OTU_4622	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	11	0	0	0
OTU_4623	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24	30	0	0
OTU_4624	85	0	0	0	0	0	0	19	22	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_4625	39	0	0	0	0	0	0	0	94	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_4627	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_4629	0	13	0	0	13	0	0	20	5	6	0	0	0	0	0	0	0	0	0	0	0	0	48	0	0	0	11	0	0	0	0	0	23	0	0	0	0	0	0	0
OTU_4630	0	15	16	0	0	0	0	12	0	11	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	14	13	18	35	0	0	0	0	0	0	0	0	0	0
OTU_4631	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	3	4
OTU_4633	0	0	4	0	10	0	0	0	0	0	8	3	0	0	0	6	0	0	0	0	19	0	24	0	0	0	0	0	5	0	0	6	0	0	0	0	0	8	0	11
OTU_4634	56	0	0	0	0	0	0	0	76	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_4635	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26
OTU_4636	0	0	0	0	29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	57	13	0	0	0	0	0	0	0	0	0	0	0	0
OTU_4638	0	0	0	0	0	0	0	5	0	0	5	0	5	5	0	0	0	0	0	0	20	3	7	0	10	0	11	0	14	10	7	0	0	0	0	5	13	8	0	6
OTU_4639	0	0	0	0	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	97	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0
OTU_4641	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	9	0	0	0
OTU_4642	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_4643	0	3	0	0	1	0	0	0	0	0	1	1	0	3	0	0	0	0	1	2	0	4	0	0	0	0	0	2	3	0	0	0	1	0	1	1	0	0	1	0
OTU_4645	0	0	0	0	0	16	0	12	0	0	0	0	0	0	4	7	6	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0
OTU_4646	0	0	0	0	0	29	0	0	3	0	0	0	0	0	0	0	0	0	0	0	106	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_4647	0	3	0	0	2	0	0	5	4	4	0	6	0	0	0	6	6	0	0	0	0	45	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0
OTU_4648	38	0	0	0	0	0	0	7	5	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_4649	33	0	0	0	0	33	0	0	72	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_4650	0	0	0	0	0	0	0	0	0	0	22	6	25	21	0	14	0	0	25	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	20	0	0	0	0	0
OTU_4652	0	0	0	0	0	0	30	0	0	0	0	0	0	0	8	0	0	0	0	0	27	0	26	0	22	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_4653	0	0	0	0	0	0	94	0	0	0	0	0	0	0	0	0	0	0	0	0	25	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_4655	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	14
OTU_4656	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	9	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_4657	0	0	0	0	0	0	0	0	0	0	29	0	0	0	0	0	18	0	0	0	16	0	0	0	0	0	0	0	0	0	75	0	0	0	0	0	0	0	0	0
OTU_4658	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0
OTU_4659	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_4660	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_4663	0	21	8	0	0	0	0	27	12	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	16	0	0	0	0	0	0	0
OTU_4664	42	0	0	0	0	56	0	0	31	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_4665	0	0	0	0	12	0	0	0	0	0	0	0	0	7	6	15	3	15	0	8	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	3	13	0	13	0
OTU_4666	14	0	13	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	41	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_4667	0	0	0	0	9	6	0	0	0	0	0	0	0	12	0	0	0	0	5	0	0	43	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	9	4
OTU_4668	0	8	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	22	12	46	37	0	0	0	0	0	0	0	0	0	0	0	0
OTU_4669	0	0	7	0	0	0	6	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0
OTU_4670	0	0	0	0	0	2	8	12	0	3	0	0	0	0	0	0	3	8	0	0	9	0	2	0	6	0	23	0	45	0	0	6	0	0	0	0	0	0	0	7
OTU_4673	0	26	14	0	0	0	0	17	39	0	0	0	13	0	0	0	6	0	0	0	0	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_4674	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	36	0	0	0	0	0	0	0	0	0	0	0	8	0	0	17	0	0	0	28	0	0	0	1
OTU_4678	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	12	0	0
OTU_4679	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	45	0	65	0	7	0	0	0	0	0	0	0	0	0	0	0	0
OTU_4680	0	0	0	0	0	0	33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	70	0	0	0	0	34	0	0	0	0	0	0	0	0	0	0
OTU_4681	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0
OTU_4683	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	2	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
OTU_4684	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	9	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	29
OTU_4685	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0
OTU_4686	30	0	0	0	16	7	0	13	0	0	0	0	10	0	0	0	0	0	0	0	13	0	0	0	0	0	8	0	10	0	0	0	0	0	0	0	0	0	0	0
OTU_4687	11	0	0	0	0	0	0	0	16	0	0	0	0	0	0	6	0	0	0	0	36	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_4690	0	0	0	0	0	0	0	0	0	0	8	0	32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_4691	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	4	19	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	24	15	0	4	0	26	0
OTU_4693	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	15	14	0	27
OTU_4694	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0
OTU_4696	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	66	0	0	0	0	0	0	60	0	0	0	10	0	0	0	0	0	0	0
OTU_4697	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	16
OTU_4700	0	6	2	0	0	0	0	0	0	0	0	0	0	3	0	5	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	6	0	0	1
OTU_4702	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0
OTU_4703	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	55	0	0	0	0	0	0	0	0
OTU_4704	0	0	0	0	0	0	0	16	18	47	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	38	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_4707	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
OTU_4712	0	0	3	0	0	0	0	0	0	0	0	0	0	0	1	0	4	0	0	0	0	0	0	0	2	0	0	2	0	0	0	1	1	5	0	0	0	1	0	0
OTU_4713	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	35	60	10	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_4715	0	0	0	0	0	0	0	0	0	0	12	6	0	5	0	0	15	0	0	0	0	4	0	0	0	0	0	0	0	0	17	0	0	0	4	0	0	0	0	0
OTU_4717	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0
OTU_4718	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	5	0	0	0	0	0	7	7	5	0	0	0	0	39	39	0	7	0	0	0	0	0	0	0	0
OTU_4719	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0
OTU_4720	0	0	7	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	11	39	0	0	0	33	0	23	0	0	5	0	6	0	0	0	0	0
OTU_4721	0	3	0	0	0	0	0	0	0	0	0	0	11	0	3	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
OTU_4722	0	0	10	0	0	0	0	4	7	0	0	0	0	0	0	8	9	3	0	0	3	0	0	0	0	0	2	0	11	41	0	0	11	0	0	0	0	0	0	0
OTU_4723	0	0	0	0	0	0	0	0	0	0	0	2	0	0	2	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
OTU_4724	0	0	0	0	0	0	35	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	35	18	13	29	0	0	0	0	0	0	0	0	0	0	2	0	0	0
OTU_4726	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9
OTU_4727	0	0	0	0	0	0	0	0	0	0	2	0	0	3	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	2	2	2	0	4
OTU_4728	10	0	5	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	43	31	0	0	0	0	22	0	0	0	0	0	0	0	0	0	17	0
OTU_4729	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_4730	0	0	0	0	0	0	11	0	87	0	0	0	0	0	0	0	0	0	0	0	17	13	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_4732	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	36	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_4733	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	10	9	0
OTU_4735	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	5	0	13	0	8	0	0	0	0	8	0	0	0	0	0	0	10	0	0	0	0
OTU_4736	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6
OTU_4738	28	0	0	0	17	0	6	8	7	0	0	0	0	0	0	0	0	0	5	0	0	0	27	9	0	10	10	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_4739	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	124	0	0	0	0	0	0	0	0	0	0	0
OTU_4740	0	0	0	0	0	0	35	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	35	0	0	0	48	0	0	0	0	0	0	0	0	0	0
OTU_4742	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_4743	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_4744	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0
OTU_4745	61	31	0	0	0	0	0	0	19	2	0	0	0	0	0	0	0	0	0	0	19	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_4746	0	0	0	0	0	0	0	0	0	0	17	0	0	10	0	0	16	0	18	0	0	0	0	0	0	0	0	0	0	0	26	0	28	0	19	0	0	0	0	0
OTU_4747	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_4748	0	12	0	0	6	0	0	0	0	0	8	10	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_4749	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0
OTU_4750	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	6	0	0	0	0
OTU_4752	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40	17	0	0	0	0	48	0	28	0	0	0	0	0	0	0	0	0	0	0
OTU_4754	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	8	0	6	0	10	0	0	0	0	0	0	27	0	0	0	7	30	0
OTU_4755	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_4756	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	2	4
OTU_4758	0	24	14	0	11	0	0	0	0	0	0	0	11	0	0	0	25	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	6	0
OTU_4760	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	100	7	0	0	10	0	0	0	0	0	0	0	0	0	0
OTU_4762	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	21	0	0	0	7	10	0	0	0	11	0	47	0	0	0	0	0	0	0	18	0	0	0
OTU_4763	0	0	5	0	0	0	0	0	0	19	0	2	0	0	0	0	0	0	0	0	0	0	0	8	13	0	7	0	0	11	2	0	0	0	14	0	11	0	0	0
OTU_4764	0	0	5	0	11	0	0	0	3	0	0	0	0	0	0	0	0	0	0	8	0	0	0	60	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0
OTU_4765	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	133	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_4766	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	18	10	0	49	0	0	36	0	10	0	0	0	0	0	0	0	0	0	0
OTU_4767	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	12
OTU_4770	0	0	0	0	0	0	0	0	0	0	18	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	0	0	0	0	0	0	8	0	0
OTU_4771	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	10	0	0	0	0	0	0	0	38
OTU_4773	0	0	0	18	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28	37	7	14	0	18	0	0	0	0	0	0	0	0	0	0
OTU_4774	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	90	4	0	0	0	12	0	0	0	0	0	0	0	0	0	0
OTU_4775	0	2	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	34	48	0	0	2	12	18	2	0	0	0	0	0	0	0	0	0
OTU_4776	0	11	8	0	0	0	0	0	0	9	0	3	0	0	0	5	0	0	1	9	0	0	6	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
OTU_4777	0	0	0	0	0	16	0	0	0	0	0	13	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	34	0	25	7	0	0	7	0	0
OTU_4778	23	4	0	0	0	0	0	0	43	0	10	0	10	0	0	0	0	0	8	3	24	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_4779	0	6	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0
OTU_4780	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	87	0	0	0	0	0	0	0	6	0	0	10
OTU_4781	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	11	8	0	0	6	0	0	0	0	0	0	0	0	17	0	13	6	7	0	5	0	9	11	19	13
OTU_4782	8	0	0	0	13	0	0	8	0	0	0	0	0	0	0	0	15	0	11	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	7	0	4	0	0	0
OTU_4784	0	0	0	0	6	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	3	9	0	0	0	0	0	0	0	0	0	0	0	0	38	4	0	0	23	0
OTU_4785	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0
OTU_4786	0	0	37	0	32	0	0	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_4788	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	107	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_4789	0	0	0	0	0	0	14	0	0	0	0	9	0	12	0	0	7	0	0	0	0	0	4	0	0	2	0	0	0	0	0	0	22	7	16	6	0	0	33	0
OTU_4791	0	0	0	0	0	0	23	0	0	0	0	0	0	18	0	11	0	0	0	0	0	0	9	22	20	14	3	0	0	12	0	0	0	0	0	0	0	0	0	0
OTU_4792	0	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	44	0	0	0	0	0	0	0	0	0	0	0
OTU_4793	5	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_4794	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_4795	0	0	0	0	0	0	0	0	0	0	0	4	6	13	0	0	1	3	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	0	1	0	0	0	0	1
OTU_4796	0	0	13	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0
OTU_4798	0	0	0	0	0	0	0	0	0	0	0	0	10	15	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	8	0	0	0	0	0
OTU_4799	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	20	0	0	0	0	0	86	0	0	0	0	0
OTU_4802	0	7	0	0	0	0	0	0	0	33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28	0	0	0	0	0	0	0	0	0
OTU_4803	0	0	0	0	0	0	0	0	2	0	0	2	0	0	0	0	9	1	0	0	0	4	0	1	0	0	0	2	3	0	2	0	6	0	5	4	0	0	4	0
OTU_4804	0	0	0	0	0	0	0	0	0	0	0	51	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	24	0	36	0	0	0	0	0
OTU_4805	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	5	6	37	0	10	23
OTU_4808	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	37	94	0	0	0	0	0	0
OTU_4809	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0
OTU_4813	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	16	0	0	12	0	27	0
OTU_4814	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	8	0	12	0	0	0	0	0	0	23	0	0	0	0
OTU_4815	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	124	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_4816	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_4817	0	0	0	0	0	0	0	45	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25	15	30	0	0	0	0	0	0	0	0	0	0	0
OTU_4818	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	130	0	0	0	0	0	0	0	0	0	0
OTU_4819	0	0	13	0	0	0	0	0	0	0	23	12	0	17	0	0	36	0	0	0	0	0	0	0	0	0	0	0	0	0	29	0	0	0	0	0	0	0	0	0
