	Kingdom	Phylum	Class	Order	Family	Genus	Species
OTU_32419	Bacteria	Patescibacteria	Saccharimonadia	Saccharimonadales	WWH38		
OTU_32420	Bacteria	Acidobacteriota	Acidobacteriae				
OTU_32421	Bacteria	Pseudomonadota	Gammaproteobacteria	Lysobacterales	Lysobacteraceae	Arenimonas	
OTU_32422	Bacteria	Bacteroidota	Bacteroidia	Sphingobacteriales	env.OPS 17		
OTU_32423	Bacteria						
OTU_32450	Bacteria						
OTU_32453	Bacteria	Actinomycetota	Actinobacteria	Micrococcales	Dermacoccaceae	Flexivirga	alba
OTU_32454	Bacteria	Actinomycetota	Thermoleophilia	Gaiellales			
OTU_32455	Bacteria	Planctomycetota	Planctomycetes	Gemmatales	Gemmataceae		
OTU_32456	Bacteria	Elusimicrobiota	Lineage IIa				
OTU_32457	Bacteria	Acidobacteriota	Blastocatellia	Pyrinomonadales	Pyrinomonadaceae		
OTU_32458	Bacteria	Myxococcota	Polyangiia	mle1-27			
OTU_32459	Bacteria	Chlamydiota	Chlamydiia	Chlamydiales	Parachlamydiaceae		
OTU_32460	Bacteria	Planctomycetota	Planctomycetes	Gemmatales	Gemmataceae		
OTU_32461	Bacteria	Chloroflexota	OLB14				
OTU_32462	Bacteria	Pseudomonadota	Gammaproteobacteria	Rickettsiellales	Rickettsiellaceae		
OTU_32465	Bacteria	Actinomycetota	Acidimicrobiia	Acidimicrobiales	Acidimicrobiaceae		
OTU_32466	Bacteria	Acidobacteriota	Blastocatellia	Elev-16S-573			
OTU_32467	Bacteria	Actinomycetota	Thermoleophilia	Solirubrobacterales	67-14		
OTU_32501	Bacteria	Actinomycetota	Actinobacteria				
OTU_32502	Bacteria	Acidobacteriota	Vicinamibacteria	Vicinamibacterales			
OTU_32503	Bacteria	Bacillota	Bacilli	Bacillales	Planococcaceae		
OTU_32504	Bacteria	Gemmatimonadota	S0134 terrestrial group				
OTU_32508	Bacteria	Verrucomicrobiota	Verrucomicrobiia	Chthoniobacterales	Chthoniobacteraceae	Chthoniobacter	
OTU_32509	Bacteria	Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	Xanthobacteraceae		
OTU_32510	Bacteria						
OTU_32511	Bacteria	Actinomycetota	Actinobacteria	Pseudonocardiales	Pseudonocardiaceae	Pseudonocardia	
OTU_32512	Bacteria	Patescibacteria	Saccharimonadia	Saccharimonadales			
OTU_32513	Bacteria	SAR324 clade(Marine group B)	Incertae Sedis	Incertae Sedis	Incertae Sedis	Candidatus Nitrosoarchaeum	
OTU_32514	Bacteria	Verrucomicrobiota	Verrucomicrobiia	Verrucomicrobiales	Verrucomicrobiaceae		
OTU_32515	Bacteria	Pseudomonadota	Gammaproteobacteria	Legionellales	Legionellaceae	Legionella	
OTU_32516	Bacteria	Pseudomonadota	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae		
OTU_32517	Bacteria	Verrucomicrobiota	Verrucomicrobiia	Methylacidiphilales	Methylacidiphilaceae		
OTU_32519	Bacteria	Acidobacteriota					
OTU_32520	Bacteria	Verrucomicrobiota	Verrucomicrobiia	Opitutales	Opitutaceae	Oleiharenicola	
OTU_32521	Bacteria	Acidobacteriota	Vicinamibacteria	Vicinamibacterales			
OTU_32552	Bacteria	Actinomycetota	Actinobacteria	Frankiales	Geodermatophilaceae	Modestobacter	
OTU_32571	Bacteria	Verrucomicrobiota	Verrucomicrobiia	Pedosphaerales	Pedosphaeraceae	Pedosphaera	
OTU_32572	Bacteria	Myxococcota	bacteriap25				
OTU_32573	Bacteria	Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	Hyphomicrobiales Incertae Sedis		
OTU_32574	Bacteria	Bacteroidota	Bacteroidia	Sphingobacteriales			
OTU_32575	Bacteria	Planctomycetota	Planctomycetes	Gemmatales	Gemmataceae		
OTU_32576	Bacteria	Gemmatimonadota	Gemmatimonadia	Gemmatimonadales	Gemmatimonadaceae		
OTU_32577	Bacteria	Chloroflexota	Anaerolineae	RBG-13-54-9			
OTU_32578	Bacteria	Verrucomicrobiota	Verrucomicrobiia	Chthoniobacterales	Chthoniobacteraceae	Candidatus Udaeobacter	
OTU_32579	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Chitinophagaceae	Ferruginibacter	
OTU_32580	Bacteria	Pseudomonadota	Gammaproteobacteria	Burkholderiales	Methylophilaceae		
OTU_32581	Bacteria	Patescibacteria	Gracilibacteria	Candidatus Peribacteria			
OTU_32582	Bacteria	Pseudomonadota	Gammaproteobacteria	Coxiellales	Coxiellaceae	Coxiella	
OTU_32583	Bacteria	Actinomycetota	Actinobacteria	Kitasatosporales	Streptomycetaceae		
OTU_32584	Bacteria	Pseudomonadota	Alphaproteobacteria	Azospirillales	Azospirillaceae		
OTU_32585	Bacteria	Elusimicrobiota	Lineage IIa				
OTU_32586	Bacteria	Actinomycetota	Actinobacteria	Frankiales			
OTU_32587	Bacteria	Bdellovibrionota	Oligoflexia	0319-6G20			
OTU_32588	Bacteria	Sumerlaeota	Sumerlaeia	Sumerlaeales	Sumerlaeaceae	Sumerlaea	
OTU_32589	Bacteria	Armatimonadota	Fimbriimonadia	Fimbriimonadales	Fimbriimonadaceae		
OTU_32590	Bacteria	Bacillota	Bacilli	Mycoplasmatales	Mycoplasmataceae	type III	
OTU_32591	Bacteria	Planctomycetota	OM190				
OTU_32592	Bacteria	Myxococcota	Polyangiia	Blfdi19			
OTU_32593	Bacteria	Actinomycetota	Acidimicrobiia	Microtrichales	Microtrichaceae		
OTU_32594	Bacteria	Chloroflexota	Anaerolineae	Aggregatilineales			
OTU_32597	Bacteria	Actinomycetota	Actinobacteria	Pseudonocardiales	Pseudonocardiaceae		
OTU_32598	Bacteria	Actinomycetota	Acidimicrobiia	Acidimicrobiales	Acidimicrobiaceae	Acidiferrimicrobium	
OTU_32599	Bacteria	Actinomycetota	Thermoleophilia	Solirubrobacterales	Solirubrobacteraceae	Solirubrobacter	
OTU_32603	Bacteria	Actinomycetota					
OTU_32604	Bacteria	Actinomycetota	Acidimicrobiia	Acidimicrobiales	Acidimicrobiaceae	Acidiferrimicrobium	
OTU_32606	Bacteria	Planctomycetota	Planctomycetes	Gemmatales	Gemmataceae		
OTU_32610	Bacteria	Pseudomonadota	Alphaproteobacteria	Azospirillales	Azospirillaceae		
OTU_32612	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Chitinophagaceae	Segetibacter	
OTU_32617	Bacteria	Gemmatimonadota	Gemmatimonadia	Gemmatimonadales	Gemmatimonadaceae		
OTU_32618	Bacteria	Pseudomonadota	Gammaproteobacteria	Burkholderiales			
OTU_32619	Bacteria	Actinomycetota	Thermoleophilia	Gaiellales			
OTU_32626	Bacteria	Acidobacteriota	Blastocatellia	Pyrinomonadales	Pyrinomonadaceae		
OTU_32665	Bacteria	Acidobacteriota	Vicinamibacteria	Vicinamibacterales			
OTU_32666	Bacteria	Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales			
OTU_32667	Bacteria	Actinomycetota	Rubrobacteria	Rubrobacterales	Rubrobacteriaceae	Rubrobacter	
OTU_32668	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae	Pir4 lineage	
OTU_32676	Bacteria	Planctomycetota	Planctomycetes	Gemmatales	Gemmataceae	Fimbriiglobus	
OTU_32677	Bacteria	Pseudomonadota	Gammaproteobacteria	Legionellales	Legionellaceae	Legionella	
OTU_32678	Bacteria	Bacillota	Symbiobacteriia	Symbiobacteriales	Symbiobacteraceae		
OTU_32679	Bacteria	Gemmatimonadota	Gemmatimonadia	Gemmatimonadales	Gemmatimonadaceae	Roseisolibacter	
OTU_32680	Bacteria	Bdellovibrionota	Oligoflexia	0319-6G20			
OTU_32681	Bacteria	Actinomycetota	Actinobacteria	Propionibacteriales	Nocardioidaceae	Nocardioides	
OTU_32682	Bacteria	Acidobacteriota	Vicinamibacteria	Vicinamibacterales			
OTU_32683	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Chitinophagaceae		
OTU_32684	Bacteria	Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	Labraceae	Labrys	
OTU_32685	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae	Pir4 lineage	
OTU_32686	Bacteria	Pseudomonadota	Gammaproteobacteria	Lysobacterales	Lysobacteraceae	Lysobacter	
OTU_32687	Bacteria	Acidobacteriota	Vicinamibacteria	Vicinamibacterales	Vicinamibacteraceae		
OTU_32707	Bacteria	Actinomycetota	Actinobacteria	Propionibacteriales	Nocardioidaceae	Aeromicrobium	
OTU_32708	Bacteria	Acidobacteriota	Blastocatellia	Pyrinomonadales	Pyrinomonadaceae		
OTU_32709	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae	Pir4 lineage	
OTU_32710	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Chitinophagaceae		
OTU_32711	Bacteria	Patescibacteria	Saccharimonadia	Saccharimonadales			
OTU_32712	Bacteria	Verrucomicrobiota	Verrucomicrobiia	Chthoniobacterales	Chthoniobacteraceae	Candidatus Udaeobacter	
OTU_32713	Bacteria	Planctomycetota	Planctomycetes	Gemmatales	Gemmataceae		
OTU_32714	Bacteria	Acidobacteriota	Vicinamibacteria	Vicinamibacterales	Vicinamibacteraceae		
OTU_32715	Bacteria	Planctomycetota	Planctomycetes	Gemmatales	Gemmataceae		
OTU_32741	Bacteria	Actinomycetota	Actinobacteria	Propionibacteriales	Nocardioidaceae		
OTU_32742	Bacteria	Acidobacteriota	Acidobacteriae	Bryobacterales	Bryobacteraceae	Bryobacter	
OTU_32743	Bacteria	Acidobacteriota	Vicinamibacteria	Vicinamibacterales	Vicinamibacteraceae		
OTU_32744	Bacteria	Actinomycetota	Actinobacteria	Kitasatosporales	Streptomycetaceae	Streptomyces	
OTU_32747	Bacteria	Actinomycetota	Thermoleophilia	Solirubrobacterales	Solirubrobacteraceae	Solirubrobacter	
OTU_32750	Bacteria	Bacillota	Bacilli	Paenibacillales	Paenibacillaceae	Paenibacillus	
OTU_32751	Bacteria	Chloroflexota	Anaerolineae	RBG-13-54-9			
OTU_32752	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae	Pirellula	
OTU_32753	Bacteria	Myxococcota	Myxococcia	Myxococcales	Myxococcaceae	P3OB-42	
OTU_32754	Bacteria	Actinomycetota	Actinobacteria	Propionibacteriales	Nocardioidaceae	Kribbella	
OTU_32755	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Chitinophagaceae	Ferruginibacter	
OTU_32756	Bacteria	Patescibacteria	Parcubacteria	Candidatus Nomurabacteria			
OTU_32757	Bacteria	Actinomycetota	Actinobacteria	Propionibacteriales	Nocardioidaceae	Nocardioides	
OTU_32758	Bacteria	Gemmatimonadota	S0134 terrestrial group				
OTU_32759	Bacteria	Armatimonadota	Armatimonadia	Armatimonadales	Armatimonadaceae		
OTU_32760	Bacteria	Acidobacteriota	AT-s3-28				
OTU_32761	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Chitinophagaceae	Flavisolibacter	
OTU_32762	Bacteria	Planctomycetota	Planctomycetes	Gemmatales	Gemmataceae		
OTU_32763	Bacteria	Pseudomonadota	Alphaproteobacteria	Rickettsiales	SM2D12		
OTU_32764	Bacteria	Acidobacteriota	Vicinamibacteria	Vicinamibacterales			
OTU_32765	Bacteria	Actinomycetota	Actinobacteria	Frankiales	Geodermatophilaceae	Modestobacter	
OTU_32766	Bacteria	Chloroflexota	Ktedonobacteria	C0119			
OTU_32767	Bacteria	Pseudomonadota	Gammaproteobacteria	Rickettsiellales	Rickettsiellaceae	Aquicella	
OTU_32768	Bacteria	Bacteroidota	Bacteroidia	Cytophagales	Microscillaceae	Chryseolinea	
OTU_32769	Bacteria	Actinomycetota	Actinobacteria	Pseudonocardiales	Pseudonocardiaceae	Pseudonocardia	
OTU_32770	Bacteria	Chloroflexota	Chloroflexia	Kallotenuales	AKIW781		
OTU_32771	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Flavobacterium	
OTU_32772	Bacteria	Cyanobacteriota	Sericytochromatia				
OTU_32773	Bacteria	Actinomycetota	Actinobacteria	Micrococcales	Micrococcaceae		
OTU_32774	Bacteria	Bacillota	Bacilli	Paenibacillales	Paenibacillaceae	Paenibacillus	
OTU_32783	Bacteria	Actinomycetota	Thermoleophilia				
OTU_32785	Bacteria	Bdellovibrionota	Oligoflexia	0319-6G20			
OTU_32786	Bacteria	Patescibacteria					
OTU_32788	Bacteria	Dependentiae	Babeliae	Babeliales	Vermiphilaceae		
OTU_32789	Bacteria	Acidobacteriota	Vicinamibacteria	Vicinamibacterales			
OTU_32790	Bacteria	Actinomycetota	Thermoleophilia	Gaiellales			
OTU_32791	Bacteria	Patescibacteria	Saccharimonadia	Saccharimonadales			
OTU_32792	Bacteria	Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	Hyphomicrobiales Incertae Sedis	Phreatobacter	
OTU_32793	Bacteria	Planctomycetota	Planctomycetes	Gemmatales	Gemmataceae		
OTU_32794	Bacteria	Pseudomonadota	Gammaproteobacteria	Rickettsiellales	Rickettsiellaceae	Rickettsiella	
OTU_32795	Bacteria	Pseudomonadota	Alphaproteobacteria	Rickettsiales	AB1		
OTU_32796	Bacteria	Actinomycetota	Thermoleophilia	Solirubrobacterales	67-14		
OTU_32797	Bacteria	Actinomycetota	Thermoleophilia	Solirubrobacterales	Solirubrobacteraceae	Conexibacter	
OTU_32798	Bacteria	Chloroflexota	Chloroflexia	Thermomicrobiales	JG30-KF-CM45		
OTU_32799	Bacteria	Bdellovibrionota	Oligoflexia	Oligoflexales	Oligoflexaceae		
OTU_32800	Bacteria	Pseudomonadota	Alphaproteobacteria	Acetobacterales	Acetobacteraceae	Craurococcus	
OTU_32829	Bacteria	Pseudomonadota	Alphaproteobacteria				
OTU_32868	Bacteria	Chloroflexota	Anaerolineae	RBG-13-54-9			
OTU_32869	Bacteria	Pseudomonadota	Alphaproteobacteria	Paracaedibacterales	Paracaedibacteraceae	Candidatus Captivus	
OTU_32870	Bacteria	Patescibacteria	Microgenomatia	Candidatus Woesebacteria			
OTU_32871	Bacteria	Bacillota	Bacilli	Thermoactinomycetales	Thermoactinomycetaceae		
OTU_32872	Bacteria						
OTU_32873	Bacteria	Acidobacteriota	Vicinamibacteria	Vicinamibacterales			
OTU_32874	Bacteria	Chlamydiota	Chlamydiia	Chlamydiales	cvE6		
OTU_32875	Bacteria	Pseudomonadota	Gammaproteobacteria	Burkholderiales	A21b		
OTU_32876	Bacteria	Armatimonadota					
OTU_32877	Bacteria	Planctomycetota	Planctomycetes	Gemmatales	Gemmataceae		
OTU_32878	Bacteria	Pseudomonadota	Gammaproteobacteria	Legionellales	Legionellaceae	Legionella	
OTU_32879	Bacteria	Actinomycetota	Actinobacteria	Propionibacteriales	Nocardioidaceae	Nocardioides	
OTU_32880	Bacteria	Bdellovibrionota	Bdellovibrionia	Bdellovibrionales	Pseudobdellovibrionaceae		
OTU_32881	Bacteria	Chlamydiota	Chlamydiia	Chlamydiales	Simkaniaceae		
OTU_32882	Bacteria	Gemmatimonadota	Gemmatimonadia	Gemmatimonadales	Gemmatimonadaceae		
OTU_32883	Eukaryota						
OTU_32884	Bacteria	Actinomycetota	Thermoleophilia	Solirubrobacterales	67-14		
OTU_32900	Bacteria	Bdellovibrionota	Oligoflexia	0319-6G20			
OTU_32901	Bacteria	Actinomycetota	Actinobacteria	Mycobacteriales	Mycobacteriaceae	Mycobacterium	
OTU_32927	Bacteria	Gemmatimonadota	S0134 terrestrial group				
OTU_32930	Bacteria	Actinomycetota	Actinobacteria	Micromonosporales	Micromonosporaceae		
OTU_32931	Bacteria	Acidobacteriota	Acidobacteriae	Bryobacterales	Bryobacteraceae	Bryobacter	
OTU_32932	Bacteria	Chloroflexota	Anaerolineae	Caldilineales	Caldilineaceae		
OTU_32933	Bacteria	Chloroflexota	Chloroflexia	Chloroflexales	Roseiflexaceae		
OTU_32934	Bacteria	Planctomycetota	Planctomycetes	Gemmatales	Gemmataceae		
OTU_32935	Bacteria	Bacillota	Bacilli	Paenibacillales	Paenibacillaceae	Gorillibacterium	
OTU_32936	Bacteria	Myxococcota					
OTU_32937	Bacteria	Cyanobacteriota	Vampirivibrionia	Obscuribacterales	Obscuribacteraceae		
OTU_32960	Bacteria	Actinomycetota	Actinobacteria				
OTU_32961	Bacteria	Pseudomonadota	Gammaproteobacteria	Burkholderiales	Oxalobacteraceae		
OTU_32962	Bacteria	Pseudomonadota	Gammaproteobacteria	Burkholderiales	Comamonadaceae	Rhizobacter	
OTU_32965	Bacteria	Pseudomonadota	Gammaproteobacteria	Burkholderiales	Sutterellaceae		
OTU_33010	Bacteria	Actinomycetota	Actinobacteria	Propionibacteriales	Nocardioidaceae		
OTU_33011	Bacteria	Myxococcota	Polyangiia	mle1-27			
OTU_33012	Bacteria	Verrucomicrobiota	Verrucomicrobiia	Chthoniobacterales	Chthoniobacteraceae		
OTU_33013	Bacteria	Pseudomonadota	Alphaproteobacteria				
OTU_33015	Bacteria	Actinomycetota	Rubrobacteria	Rubrobacterales	Rubrobacteriaceae	Rubrobacter	
OTU_33017	Bacteria	Actinomycetota	Thermoleophilia	Gaiellales			
OTU_33018	Bacteria	Chloroflexota	Gitt-GS-136				
OTU_33019	Bacteria	Actinomycetota	Thermoleophilia	Gaiellales			
OTU_33020	Bacteria	Pseudomonadota	Alphaproteobacteria	Azospirillales	Azospirillaceae	Skermanella	
OTU_33027	Bacteria	Acidobacteriota	Acidobacteriae	Terriglobales	Acidobacteriaceae (Subgroup 1)	Terracidiphilus	
OTU_33059	Bacteria	Chloroflexota	TK10				
OTU_33060	Bacteria	Actinomycetota	Actinobacteria	Pseudonocardiales	Pseudonocardiaceae	Amycolatopsis	
OTU_33061	Bacteria	Acidobacteriota	Acidobacteriae	Solibacterales	Solibacteraceae	Candidatus Solibacter	
OTU_33062	Bacteria	Patescibacteria	Saccharimonadia	Saccharimonadales	WWH38		
OTU_33063	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae		
OTU_33064	Bacteria	Myxococcota	bacteriap25				
OTU_33065	Bacteria	Planctomycetota	Phycisphaerae	Tepidisphaerales	WD2101 soil group		
OTU_33066	Bacteria	Acidobacteriota	Holophagae	Subgroup 7			
OTU_33067	Bacteria	Planctomycetota	OM190				
OTU_33068	Bacteria	Myxococcota	Polyangiia	Polyangiales	BIrii41		
OTU_33069	Bacteria	Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	Xanthobacteraceae		
OTU_33070	Bacteria	Actinomycetota	Thermoleophilia	Gaiellales			
OTU_33071	Bacteria	Chlamydiota	Chlamydiia	Chlamydiales	Parachlamydiaceae		
OTU_33072	Bacteria	Actinomycetota	Thermoleophilia	Solirubrobacterales	Solirubrobacteraceae	Solirubrobacter	
OTU_33073	Bacteria	Actinomycetota	Actinobacteria	Micrococcales	Micrococcaceae		
OTU_33074	Bacteria	Actinomycetota	Thermoleophilia	Solirubrobacterales	67-14		
OTU_33075							
OTU_33076	Bacteria	Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales			
OTU_33095	Bacteria	Pseudomonadota	Gammaproteobacteria	Burkholderiales	Nitrosomonadaceae		
OTU_33096	Bacteria	Acidobacteriota	Blastocatellia	Pyrinomonadales	Pyrinomonadaceae		
OTU_33099	Bacteria	Planctomycetota	Planctomycetes	Gemmatales	Gemmataceae		
OTU_33102	Bacteria	Actinomycetota	Actinobacteria	Frankiales	Geodermatophilaceae		
OTU_33103	Bacteria	Elusimicrobiota	Lineage IIa				
OTU_33104	Bacteria	Actinomycetota	Thermoleophilia	Solirubrobacterales	Solirubrobacteraceae	Solirubrobacter	
OTU_33105	Bacteria	Abditibacteriota	Abditibacteriia	Abditibacteriales	Abditibacteriaceae	Abditibacterium	
OTU_33106	Bacteria	Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	Rhizobiaceae	Phyllobacterium	
OTU_33107	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Chitinophagaceae		
OTU_33108	Bacteria	Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	Xanthobacteraceae		
OTU_33109	Bacteria	Acidobacteriota	Vicinamibacteria	Vicinamibacterales			
OTU_33110	Bacteria	Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	Xanthobacteraceae		
OTU_33112	Bacteria	Actinomycetota	Actinobacteria	Micromonosporales	Micromonosporaceae		
OTU_33113	Bacteria	Myxococcota	Polyangiia	Haliangiales	Haliangiaceae		
OTU_33117	Bacteria	Actinomycetota	Actinobacteria	Propionibacteriales	Nocardioidaceae		
OTU_33152	Bacteria	Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	Xanthobacteraceae		
OTU_33153	Bacteria	Patescibacteria	Parcubacteria				
OTU_33154	Bacteria	Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	Beijerinckiaceae	Microvirga	
OTU_33172	Bacteria	Acidobacteriota	Blastocatellia	Pyrinomonadales	Pyrinomonadaceae		
OTU_33195	Bacteria	Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	Xanthobacteraceae	Pseudorhodoplanes	
OTU_33196	Bacteria	Nitrospirota	Nitrospiria	Nitrospirales	Nitrospiraceae	Nitrospira	
OTU_33197	Bacteria	Bacillota	Bacilli	Thermoactinomycetales	Thermoactinomycetaceae		
OTU_33198	Bacteria	Actinomycetota	Actinobacteria	Kitasatosporales	Streptomycetaceae	Streptomyces	
OTU_33199	Bacteria	Actinomycetota	MB-A2-108				
OTU_33200	Bacteria	Planctomycetota	Planctomycetes	Gemmatales	Gemmataceae		
OTU_33201	Bacteria						
OTU_33202	Bacteria	Gemmatimonadota	Gemmatimonadia	Gemmatimonadales	Gemmatimonadaceae	Roseisolibacter	
OTU_33203	Bacteria	Actinomycetota	Thermoleophilia	Gaiellales			
OTU_33204	Bacteria	Bdellovibrionota	Oligoflexia	Oligoflexales	Oligoflexaceae		
OTU_33205	Bacteria	Actinomycetota	Actinobacteria	Pseudonocardiales	Pseudonocardiaceae	Actinophytocola	
OTU_33206	Bacteria	Abditibacteriota	Abditibacteriia	Abditibacteriales	Abditibacteriaceae	Abditibacterium	
OTU_33207	Bacteria	Actinomycetota	Acidimicrobiia	Acidimicrobiales	Acidimicrobiaceae		
OTU_33208	Bacteria	Verrucomicrobiota	Verrucomicrobiia	Chthoniobacterales	Chthoniobacteraceae	Candidatus Udaeobacter	
OTU_33209	Bacteria	Actinomycetota	Actinobacteria	Propionibacteriales	Nocardioidaceae	Kribbella	
OTU_33210	Bacteria	Actinomycetota	Thermoleophilia	Solirubrobacterales	67-14		
OTU_33211	Bacteria	Gemmatimonadota	Gemmatimonadia	Gemmatimonadales	Gemmatimonadaceae	Gemmatimonas	
OTU_33212	Bacteria	Myxococcota	bacteriap25				
OTU_33213	Bacteria	Pseudomonadota	Gammaproteobacteria	Burkholderiales	A21b		
OTU_33214	Bacteria	Planctomycetota	Planctomycetes	Isosphaerales	Isosphaeraceae		
OTU_33215	Bacteria	Pseudomonadota	Gammaproteobacteria	Gammaproteobacteria Incertae Sedis	Unknown Family	Acidibacter	
OTU_33216	Bacteria	Chlamydiota	Chlamydiia	Chlamydiales	Parachlamydiaceae	Neochlamydia	
OTU_33217	Bacteria	Verrucomicrobiota	Verrucomicrobiia	Verrucomicrobiales	Verrucomicrobiaceae	Verrucomicrobium	
OTU_33218	Bacteria	Actinomycetota	Acidimicrobiia	Microtrichales			
OTU_33223	Bacteria	Planctomycetota	Planctomycetes	Gemmatales	Gemmataceae		
OTU_33224	Bacteria	Pseudomonadota	Gammaproteobacteria	Salinisphaerales	Nevskiaceae		
OTU_33225	Bacteria	Pseudomonadota	Gammaproteobacteria	Burkholderiales	Nitrosomonadaceae	IS-44	
OTU_33236	Bacteria	Bacillota					
OTU_33237	Bacteria	Acidobacteriota	Vicinamibacteria	Vicinamibacterales			
OTU_33238	Bacteria	Actinomycetota	Actinobacteria	Kineosporiales	Kineosporiaceae	Angustibacter	
OTU_33239	Bacteria	Acidobacteriota	Acidobacteriae	Terriglobales			
OTU_33240	Bacteria	Planctomycetota	Phycisphaerae	Tepidisphaerales	WD2101 soil group		
OTU_33241	Bacteria	Actinomycetota	Actinobacteria	Propionibacteriales	Nocardioidaceae		
OTU_33242	Bacteria	Actinomycetota	Thermoleophilia	Gaiellales			
OTU_33243	Bacteria	Chlamydiota	Chlamydiia	Chlamydiales	Parachlamydiaceae		
OTU_33244	Bacteria	Pseudomonadota	Gammaproteobacteria	Coxiellales	Coxiellaceae	Coxiella	
OTU_33245	Bacteria	Pseudomonadota	Gammaproteobacteria	Coxiellales	Coxiellaceae	Coxiella	
OTU_33246	Bacteria	Planctomycetota	Planctomycetes	Isosphaerales	Isosphaeraceae	Tautonia	
OTU_33247	Bacteria	Actinomycetota	Thermoleophilia	Solirubrobacterales	67-14		
OTU_33248	Bacteria	Planctomycetota	Planctomycetes	Gemmatales	Gemmataceae		
OTU_33249	Bacteria	Chlamydiota	Chlamydiia	Chlamydiales	Parachlamydiaceae	Candidatus Protochlamydia	
OTU_33250	Bacteria	Actinomycetota	Thermoleophilia	Solirubrobacterales	67-14		
OTU_33251	Bacteria	Planctomycetota	Planctomycetes	Gemmatales	Gemmataceae		
OTU_33278	Bacteria						
OTU_33279	Bacteria	Planctomycetota	Planctomycetes	Gemmatales	Gemmataceae		
OTU_33280	Bacteria	Myxococcota	Polyangiia	Haliangiales	Haliangiaceae		
OTU_33283	Bacteria	Actinomycetota	Thermoleophilia				
OTU_33284	Bacteria	Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	Devosiaceae	Devosia	
OTU_33285	Bacteria	Actinomycetota	Actinobacteria	Streptosporangiales	Thermomonosporaceae	Actinocorallia	
OTU_33286	Bacteria	Actinomycetota	Thermoleophilia	Solirubrobacterales	67-14		
OTU_33287	Bacteria	Patescibacteria	Parcubacteria	Candidatus Kaiserbacteria			
OTU_33288	Bacteria	Gemmatimonadota	Gemmatimonadia	Gemmatimonadales	Gemmatimonadaceae		
